age,workclass,educational-num,occupation,hours-per-week,income_>50K
41,Private,9,Exec-managerial,40,0
41,Private,10,Exec-managerial,80,0
21,Private,10,Prof-specialty,25,0
30,Private,1,Other-service,28,0
42,Local-gov,9,Craft-repair,44,0
22,Private,10,Tech-support,32,0
42,Private,10,Prof-specialty,25,0
26,Private,10,Adm-clerical,20,0
70,Private,13,Prof-specialty,35,1
65,Self-emp-inc,13,Sales,60,1
28,Private,9,Craft-repair,40,0
41,Local-gov,14,Prof-specialty,35,0
31,Private,11,Craft-repair,40,0
45,Private,9,Craft-repair,40,0
39,Private,13,Adm-clerical,50,0
71,?,3,?,40,0
59,Private,7,Adm-clerical,40,0
42,Local-gov,14,Prof-specialty,35,1
31,Private,10,Other-service,55,1
45,Self-emp-inc,9,Sales,32,1
47,Self-emp-inc,4,Craft-repair,40,0
27,?,10,?,40,1
54,Self-emp-inc,13,Exec-managerial,55,1
22,Private,10,Prof-specialty,20,0
61,Private,13,Machine-op-inspct,40,1
44,Private,10,Adm-clerical,40,0
55,Private,14,Exec-managerial,50,0
68,?,16,?,70,0
43,Private,14,Prof-specialty,40,1
46,Private,7,Machine-op-inspct,40,0
60,Private,10,Machine-op-inspct,40,1
43,Private,9,Exec-managerial,50,1
25,Private,2,Other-service,40,0
30,Private,13,Prof-specialty,50,1
59,Private,7,Other-service,28,0
26,Private,9,Craft-repair,72,0
46,Private,11,Exec-managerial,40,0
32,Private,13,Prof-specialty,50,1
36,Private,9,Priv-house-serv,28,0
38,Private,2,Handlers-cleaners,40,0
41,Private,14,Exec-managerial,65,1
40,Private,9,Craft-repair,45,0
39,Local-gov,14,Prof-specialty,40,0
37,Private,4,Prof-specialty,40,0
54,Private,9,Adm-clerical,41,0
35,Private,13,Sales,30,1
54,Private,13,Exec-managerial,40,0
21,?,10,?,25,0
17,Private,9,Sales,20,0
56,Self-emp-not-inc,10,Other-service,40,0
30,Private,9,Sales,40,0
21,Private,9,Handlers-cleaners,45,0
38,Private,6,Craft-repair,40,0
35,Private,7,Farming-fishing,40,0
52,Private,9,Transport-moving,45,0
31,State-gov,13,Adm-clerical,40,0
74,?,9,?,6,0
25,Private,10,Other-service,50,0
21,Private,10,Handlers-cleaners,40,0
17,Local-gov,7,Adm-clerical,30,0
47,Self-emp-not-inc,9,Adm-clerical,35,0
47,Private,11,Handlers-cleaners,40,0
23,Private,10,Adm-clerical,24,0
23,Private,13,Prof-specialty,40,0
44,Private,10,Other-service,40,1
31,Private,10,Sales,43,0
44,Local-gov,10,Other-service,40,0
17,Private,6,Other-service,25,0
38,Private,13,Prof-specialty,50,0
66,?,13,?,10,0
37,Local-gov,13,Prof-specialty,55,0
34,Self-emp-not-inc,13,Transport-moving,50,0
25,?,11,?,90,0
43,Private,9,Handlers-cleaners,16,0
29,Private,9,Sales,34,0
70,Self-emp-not-inc,9,Farming-fishing,50,0
23,Private,10,Craft-repair,40,0
39,Private,13,Sales,50,0
44,Private,7,Prof-specialty,36,1
21,?,10,?,40,0
38,Self-emp-not-inc,9,Farming-fishing,50,0
37,Private,9,Transport-moving,55,1
49,?,9,?,60,0
30,Private,9,Other-service,32,0
46,Private,3,Craft-repair,55,0
73,?,9,?,15,0
66,Private,9,Transport-moving,24,0
28,Private,4,Handlers-cleaners,40,0
30,Private,12,Adm-clerical,45,0
43,Private,10,Craft-repair,40,0
44,Private,9,Craft-repair,40,1
34,Private,9,Craft-repair,44,0
62,Private,10,Adm-clerical,40,0
22,Private,10,Adm-clerical,20,0
52,Self-emp-not-inc,10,Craft-repair,35,0
39,Private,13,Sales,40,1
46,Private,11,Tech-support,40,0
44,Self-emp-not-inc,9,Exec-managerial,66,0
45,Local-gov,11,Protective-serv,40,0
24,?,9,?,40,0
34,Private,12,Sales,50,1
41,Self-emp-not-inc,9,Exec-managerial,45,0
47,Private,9,Machine-op-inspct,56,0
23,?,12,?,40,0
33,Private,9,Craft-repair,40,1
48,Local-gov,14,Exec-managerial,40,1
72,Private,9,Handlers-cleaners,20,0
36,Private,10,Transport-moving,40,0
42,Self-emp-not-inc,9,Sales,12,0
31,Private,9,Adm-clerical,50,0
33,Private,10,Craft-repair,40,0
30,Private,9,Handlers-cleaners,27,0
29,Private,9,Craft-repair,40,0
20,Private,10,Craft-repair,40,0
18,Private,7,Handlers-cleaners,30,0
40,State-gov,13,Prof-specialty,20,0
57,Private,9,Adm-clerical,40,0
19,Private,10,Adm-clerical,10,0
32,Private,4,Other-service,40,0
49,Private,8,Transport-moving,35,0
61,Self-emp-inc,9,Sales,55,0
18,?,7,?,7,0
39,Private,9,Exec-managerial,38,0
39,Private,16,Exec-managerial,60,1
21,Private,9,Machine-op-inspct,1,0
37,Private,13,Prof-specialty,16,1
33,Self-emp-not-inc,14,Exec-managerial,70,1
54,Private,9,Sales,44,0
30,Private,13,Other-service,40,0
38,Private,10,Adm-clerical,30,0
35,Private,7,Sales,65,0
76,Private,9,Other-service,33,0
20,Private,10,Adm-clerical,15,0
48,Self-emp-not-inc,13,Sales,60,0
25,?,10,?,40,0
48,Local-gov,13,Protective-serv,43,1
31,Private,10,Adm-clerical,40,0
38,Private,7,Craft-repair,40,0
34,Private,9,Machine-op-inspct,20,0
54,Private,10,Farming-fishing,50,0
21,Private,9,Adm-clerical,40,0
58,?,11,?,40,0
23,Private,12,Other-service,40,0
38,Self-emp-inc,13,Sales,55,1
44,Private,8,Transport-moving,40,0
31,Private,2,Machine-op-inspct,40,0
22,Private,10,Sales,25,0
33,Private,9,Adm-clerical,38,0
54,Local-gov,14,Adm-clerical,40,1
45,Private,12,Craft-repair,45,0
61,Private,10,Other-service,6,0
63,Private,14,Prof-specialty,40,1
44,Federal-gov,13,Exec-managerial,40,1
47,Private,9,Exec-managerial,45,0
41,Private,9,Craft-repair,42,1
47,Private,10,Prof-specialty,40,0
51,Private,11,Craft-repair,40,0
39,Private,9,Adm-clerical,40,0
36,?,14,?,50,0
25,Private,9,Adm-clerical,40,0
27,Self-emp-not-inc,13,Exec-managerial,60,1
24,State-gov,10,Prof-specialty,50,0
54,Local-gov,13,Prof-specialty,40,1
40,Private,14,Exec-managerial,50,0
27,Private,9,Craft-repair,40,0
36,Private,8,Transport-moving,40,0
38,?,10,?,75,1
29,Private,9,Craft-repair,50,0
39,Private,9,Adm-clerical,45,0
44,Local-gov,12,Protective-serv,40,0
58,Private,9,Priv-house-serv,40,0
44,Self-emp-inc,14,Sales,50,1
23,Private,5,Machine-op-inspct,40,0
58,Local-gov,14,Prof-specialty,40,1
81,Private,5,Priv-house-serv,5,0
43,Private,14,Exec-managerial,50,1
24,Private,10,Handlers-cleaners,50,0
56,Private,5,Sales,40,0
49,Private,11,Other-service,20,0
29,Private,9,Other-service,40,0
38,Private,11,Craft-repair,40,0
52,Self-emp-not-inc,10,Sales,40,0
31,Private,12,Adm-clerical,40,1
49,?,6,?,40,0
61,Private,8,Craft-repair,40,0
61,?,9,?,40,1
31,Private,2,Handlers-cleaners,35,0
50,Federal-gov,14,Exec-managerial,50,0
52,Private,9,Sales,45,1
41,Self-emp-not-inc,9,Craft-repair,27,0
57,Private,4,Sales,3,0
35,Private,11,Sales,50,1
18,Private,9,Machine-op-inspct,37,0
35,Self-emp-not-inc,9,Craft-repair,45,0
44,Self-emp-inc,9,Craft-repair,60,0
32,Private,9,Craft-repair,40,0
40,Self-emp-inc,15,Prof-specialty,50,1
29,Private,9,Sales,50,0
38,State-gov,10,Exec-managerial,45,0
54,Federal-gov,13,Exec-managerial,40,1
22,Private,10,Other-service,40,0
35,Private,13,Craft-repair,40,1
39,Private,13,Prof-specialty,40,1
33,Private,9,Other-service,36,0
34,Private,9,Sales,50,0
35,Private,7,Sales,35,0
48,Self-emp-not-inc,12,Prof-specialty,40,0
49,Private,4,Handlers-cleaners,40,0
29,Private,13,Machine-op-inspct,40,1
35,Private,9,Other-service,30,0
20,Local-gov,10,Prof-specialty,38,0
52,Private,14,Exec-managerial,36,0
39,Private,9,Craft-repair,54,0
48,Self-emp-not-inc,10,Sales,65,1
50,Private,9,Adm-clerical,40,0
42,Private,9,Handlers-cleaners,40,0
53,Private,7,Sales,40,0
36,Local-gov,10,Protective-serv,48,0
32,Private,9,Machine-op-inspct,42,0
40,Local-gov,8,Exec-managerial,40,0
64,Private,14,Prof-specialty,45,1
26,Private,13,Exec-managerial,40,0
45,Private,14,Exec-managerial,50,1
52,Private,14,Prof-specialty,45,1
56,Private,6,Machine-op-inspct,40,0
37,Self-emp-not-inc,13,Transport-moving,50,0
63,Private,13,Sales,40,1
57,Self-emp-not-inc,9,Craft-repair,40,0
32,?,9,?,2,1
59,Private,10,Craft-repair,43,1
40,Local-gov,14,Prof-specialty,36,1
50,Private,10,Exec-managerial,84,1
54,Private,9,Transport-moving,40,1
59,Private,13,Prof-specialty,44,1
18,Private,7,Sales,30,0
31,Private,9,Craft-repair,45,0
35,Private,12,Prof-specialty,45,0
44,Self-emp-not-inc,10,Farming-fishing,75,0
36,State-gov,9,Exec-managerial,40,0
42,Private,13,Sales,60,0
52,Federal-gov,13,Protective-serv,45,1
60,Federal-gov,13,Adm-clerical,40,1
69,Private,3,Adm-clerical,40,0
33,?,10,?,40,0
40,Private,14,Exec-managerial,40,0
36,Private,13,Adm-clerical,40,1
26,Private,8,Craft-repair,48,0
21,Private,10,Sales,40,0
26,Private,13,Handlers-cleaners,40,0
20,Private,10,Prof-specialty,2,0
30,Private,7,Craft-repair,45,0
21,Private,9,Adm-clerical,25,0
18,?,7,?,15,0
32,?,7,?,15,0
45,Federal-gov,10,Transport-moving,65,1
35,Private,9,Handlers-cleaners,60,0
49,Private,7,Transport-moving,40,0
23,Private,10,Sales,38,0
72,Private,4,Handlers-cleaners,10,0
41,Self-emp-inc,14,Exec-managerial,50,1
26,Private,9,Other-service,25,0
60,Private,9,Other-service,38,0
59,Private,14,Prof-specialty,50,1
55,Self-emp-not-inc,14,Sales,55,1
39,Private,13,Exec-managerial,35,0
40,Federal-gov,9,Sales,40,0
22,Private,13,Adm-clerical,40,0
27,Private,13,Exec-managerial,45,0
30,Private,9,Machine-op-inspct,40,0
27,Private,14,Prof-specialty,40,1
42,Private,9,Exec-managerial,25,0
22,Private,9,Handlers-cleaners,40,0
30,Private,9,Craft-repair,44,0
30,Private,10,Sales,35,0
38,Private,7,Sales,50,0
44,Self-emp-inc,9,Transport-moving,60,0
42,Private,9,Sales,40,1
21,Private,9,Craft-repair,40,0
17,Private,7,Sales,22,0
19,Private,9,Machine-op-inspct,40,0
30,Private,9,Craft-repair,60,0
38,Private,13,Sales,45,1
28,?,13,?,30,0
42,Private,13,Sales,60,0
42,Private,13,Prof-specialty,40,0
45,Private,5,Other-service,40,0
80,Private,16,Prof-specialty,30,0
27,Private,13,Adm-clerical,40,0
31,Private,5,Craft-repair,40,0
29,Private,12,Priv-house-serv,50,0
23,State-gov,13,Prof-specialty,40,0
52,Private,11,Other-service,20,1
21,Private,10,Adm-clerical,10,0
71,Local-gov,9,Exec-managerial,3,0
30,Private,9,Craft-repair,40,0
28,?,10,?,40,0
38,Private,13,Adm-clerical,35,0
47,?,13,?,18,0
21,Private,10,Other-service,29,0
44,Private,9,Adm-clerical,30,0
54,Self-emp-not-inc,13,Exec-managerial,40,1
39,Federal-gov,13,Exec-managerial,40,0
34,Self-emp-not-inc,9,Exec-managerial,50,0
34,State-gov,13,Prof-specialty,55,0
42,Private,10,Craft-repair,40,0
35,Private,9,Machine-op-inspct,40,0
40,Local-gov,9,Adm-clerical,40,0
29,Private,10,Farming-fishing,50,0
23,Local-gov,10,Other-service,30,0
33,Private,9,Craft-repair,50,0
50,Self-emp-not-inc,7,Craft-repair,40,0
68,?,9,?,32,0
29,Private,9,Adm-clerical,40,0
42,Private,12,Tech-support,40,0
31,Private,4,Machine-op-inspct,40,0
45,Private,13,Sales,50,0
19,Private,9,Adm-clerical,28,0
43,Private,10,Craft-repair,35,0
31,State-gov,14,Exec-managerial,50,1
44,Private,5,Craft-repair,45,0
20,Private,3,Handlers-cleaners,25,0
29,Private,10,Protective-serv,40,0
37,Private,10,Adm-clerical,45,1
49,Self-emp-not-inc,13,Sales,60,1
26,Private,14,Prof-specialty,20,0
41,Local-gov,13,Prof-specialty,40,0
43,Private,14,Exec-managerial,40,1
45,Private,14,Exec-managerial,40,0
21,Private,10,Sales,40,0
26,Private,13,Sales,10,0
46,Private,9,Handlers-cleaners,5,0
58,?,13,?,25,0
34,Private,13,Protective-serv,30,0
55,Private,6,Craft-repair,40,1
17,?,7,?,20,0
18,?,7,?,35,0
35,Private,4,Tech-support,40,0
33,Local-gov,9,Protective-serv,40,0
50,Self-emp-not-inc,9,Prof-specialty,60,0
64,Federal-gov,10,Exec-managerial,25,0
52,Private,9,Machine-op-inspct,40,0
66,Private,13,Sales,15,1
37,Private,9,Machine-op-inspct,38,0
46,Self-emp-not-inc,13,Sales,45,1
22,Private,13,Sales,60,0
23,Private,9,Craft-repair,40,0
39,Private,14,Exec-managerial,40,1
34,Private,10,Exec-managerial,40,0
44,Private,13,Machine-op-inspct,56,0
31,Self-emp-inc,9,Craft-repair,45,0
31,Local-gov,13,Protective-serv,40,0
48,Private,7,Transport-moving,40,0
73,Self-emp-not-inc,13,Farming-fishing,30,0
48,Private,7,Other-service,22,0
42,Private,9,Craft-repair,40,0
54,Private,9,Transport-moving,40,0
30,Private,12,Adm-clerical,20,0
28,Local-gov,13,Prof-specialty,50,0
54,Private,10,Tech-support,40,0
48,Private,10,Transport-moving,45,1
37,Private,9,Machine-op-inspct,56,0
22,Private,11,Prof-specialty,30,0
22,Private,13,Exec-managerial,40,0
31,Private,10,Craft-repair,28,0
33,Private,11,Sales,40,0
19,Private,9,Adm-clerical,40,0
30,Private,1,Farming-fishing,40,0
42,Private,9,Adm-clerical,35,0
24,?,9,?,40,0
35,Private,9,Handlers-cleaners,40,1
28,Private,9,Transport-moving,60,0
41,Federal-gov,14,Exec-managerial,60,1
48,Private,9,Other-service,32,0
31,Private,10,Craft-repair,60,0
35,Local-gov,10,Exec-managerial,40,0
34,Federal-gov,12,Adm-clerical,40,0
31,Private,9,Sales,40,0
22,Federal-gov,12,Other-service,20,0
46,State-gov,10,Exec-managerial,38,1
33,Private,10,Exec-managerial,40,0
61,Private,9,Transport-moving,20,0
25,Private,9,Sales,40,0
61,Private,10,Tech-support,40,1
25,Private,4,Priv-house-serv,40,0
71,?,3,?,10,0
21,Private,10,Craft-repair,40,0
31,Private,9,Other-service,30,0
40,Private,10,Adm-clerical,35,1
62,?,9,?,40,1
21,Private,10,Handlers-cleaners,40,0
46,?,11,?,35,1
41,?,11,?,5,0
60,Private,12,Other-service,40,0
28,Private,9,Exec-managerial,40,0
42,Private,10,Machine-op-inspct,40,0
36,Local-gov,13,Prof-specialty,35,0
31,Private,12,Prof-specialty,40,1
21,Private,10,Handlers-cleaners,40,0
20,Private,10,Other-service,20,0
25,Private,10,Other-service,40,0
29,Private,9,Adm-clerical,35,0
23,Self-emp-not-inc,9,Transport-moving,40,0
48,Private,14,Sales,35,0
61,Private,13,Exec-managerial,40,1
47,Local-gov,14,Prof-specialty,40,0
21,Private,10,Sales,50,0
19,Private,7,Adm-clerical,15,0
31,Private,13,Sales,55,1
51,Local-gov,14,Prof-specialty,40,1
19,Private,10,Adm-clerical,20,0
18,Private,9,Handlers-cleaners,40,0
49,Local-gov,13,Prof-specialty,40,1
60,Self-emp-not-inc,14,Prof-specialty,10,0
19,Private,10,Other-service,20,0
28,Private,9,Other-service,48,0
38,Private,13,Tech-support,40,1
30,Self-emp-not-inc,9,Craft-repair,40,0
45,Private,13,Craft-repair,40,1
42,?,10,?,18,0
37,Private,12,Exec-managerial,65,1
31,Private,10,Craft-repair,40,1
31,Private,13,Prof-specialty,40,0
67,?,9,?,40,0
48,Private,13,Exec-managerial,40,0
33,Private,9,Adm-clerical,50,1
47,Private,13,Sales,45,1
39,State-gov,14,Prof-specialty,48,1
30,Private,9,Machine-op-inspct,40,0
31,Self-emp-inc,12,Craft-repair,45,0
34,State-gov,11,Prof-specialty,40,0
31,Private,9,Adm-clerical,37,0
26,Private,9,Handlers-cleaners,40,0
72,?,11,?,40,0
53,?,9,?,2,0
33,Private,9,Adm-clerical,40,0
38,Self-emp-inc,13,Craft-repair,40,0
66,Private,10,Prof-specialty,15,0
38,Private,9,Craft-repair,40,0
40,Private,11,Prof-specialty,40,0
48,Private,13,Sales,37,1
32,Private,10,Craft-repair,40,0
42,Local-gov,7,Sales,50,1
38,Private,9,Priv-house-serv,35,0
33,Self-emp-not-inc,13,Craft-repair,40,1
24,Private,9,Other-service,37,0
65,Private,14,Sales,40,1
40,Private,9,Machine-op-inspct,40,0
41,Self-emp-inc,7,Exec-managerial,40,0
33,Private,13,Craft-repair,20,0
45,Self-emp-inc,15,Prof-specialty,50,1
36,Local-gov,9,Adm-clerical,40,0
49,Private,10,Sales,30,0
20,Private,8,Other-service,40,0
31,Private,2,Transport-moving,40,0
44,Local-gov,14,Exec-managerial,60,1
22,Private,10,Tech-support,40,0
25,Private,7,Machine-op-inspct,40,0
26,Private,9,Craft-repair,40,0
42,Private,9,Craft-repair,50,0
37,Private,10,Adm-clerical,45,0
34,Private,10,Sales,35,0
40,Private,10,Craft-repair,50,0
56,Self-emp-not-inc,13,Exec-managerial,40,1
45,Private,12,Transport-moving,55,0
46,Private,9,Sales,45,1
18,?,6,?,30,0
50,Private,13,Exec-managerial,40,1
46,Private,10,Adm-clerical,40,1
24,Private,13,Prof-specialty,44,0
45,Self-emp-not-inc,15,Prof-specialty,50,1
37,Private,9,Craft-repair,40,0
44,Local-gov,9,Machine-op-inspct,40,0
28,Private,10,Other-service,60,0
32,Local-gov,12,Exec-managerial,70,0
58,Private,13,Prof-specialty,99,0
48,State-gov,14,Prof-specialty,16,1
32,Private,16,Prof-specialty,45,0
21,Private,10,Sales,12,0
23,Self-emp-not-inc,10,Craft-repair,40,0
35,?,13,?,55,1
20,Private,10,Machine-op-inspct,35,0
32,Self-emp-inc,9,Craft-repair,40,1
42,State-gov,13,Prof-specialty,40,1
47,Private,4,Handlers-cleaners,40,0
34,State-gov,10,Adm-clerical,38,0
21,Private,10,Craft-repair,40,0
20,Private,10,Other-service,60,0
37,Private,13,Other-service,36,0
30,Private,10,Sales,20,0
54,Local-gov,13,Prof-specialty,50,0
30,Private,5,Craft-repair,40,0
33,Private,6,Sales,38,0
62,Federal-gov,9,Adm-clerical,40,0
57,Private,9,Machine-op-inspct,40,1
35,Self-emp-not-inc,3,Other-service,15,0
37,Self-emp-inc,7,Sales,60,0
22,Private,9,Other-service,35,0
23,Private,13,Prof-specialty,16,0
45,Private,10,Handlers-cleaners,40,1
43,Private,10,Transport-moving,60,1
57,?,11,?,38,0
26,Private,13,Exec-managerial,40,0
60,Private,6,Handlers-cleaners,40,0
53,Private,13,Sales,50,1
30,Private,10,Handlers-cleaners,40,0
50,Self-emp-inc,9,Exec-managerial,40,0
17,Private,7,Sales,25,0
20,Private,9,Adm-clerical,40,0
56,Private,7,Farming-fishing,50,0
31,Private,10,Exec-managerial,50,0
68,Local-gov,15,Prof-specialty,35,1
24,Private,10,Adm-clerical,50,0
26,Private,10,Tech-support,40,0
38,Private,9,Protective-serv,40,0
31,Private,10,Craft-repair,65,0
43,Self-emp-inc,9,Exec-managerial,55,0
34,Private,10,Exec-managerial,40,1
22,Private,10,Adm-clerical,40,0
38,Private,13,Farming-fishing,50,0
29,Self-emp-not-inc,9,Farming-fishing,80,0
41,Private,11,Tech-support,40,0
26,Private,9,Adm-clerical,40,0
53,State-gov,10,Other-service,40,0
76,Local-gov,10,Adm-clerical,30,0
23,Private,10,Adm-clerical,40,0
40,Self-emp-not-inc,13,Prof-specialty,60,0
38,Private,10,Sales,60,0
37,Private,10,Craft-repair,40,1
34,Private,9,Craft-repair,40,0
58,Private,6,Transport-moving,40,1
29,Private,10,Tech-support,40,0
23,Private,12,Sales,35,0
65,Self-emp-not-inc,15,Tech-support,40,0
37,Private,11,Sales,6,0
32,Private,9,Craft-repair,40,0
43,Local-gov,13,Prof-specialty,40,1
19,Private,5,Craft-repair,60,0
20,Private,5,Other-service,30,0
50,Private,9,Adm-clerical,40,0
19,Private,9,Sales,40,0
28,Private,13,Exec-managerial,45,1
40,Private,9,Craft-repair,40,0
27,Private,13,Sales,45,1
27,Private,9,Tech-support,40,0
23,?,10,?,15,0
41,Private,9,Exec-managerial,60,0
58,Private,9,Machine-op-inspct,40,0
64,Self-emp-inc,9,Adm-clerical,40,1
55,Self-emp-not-inc,10,Machine-op-inspct,40,0
49,Private,9,Adm-clerical,30,0
60,Private,16,Prof-specialty,65,1
43,Self-emp-inc,12,Exec-managerial,50,1
46,Private,12,Transport-moving,36,0
29,Private,6,Adm-clerical,40,0
36,Private,9,Transport-moving,50,0
35,?,10,?,40,0
26,Private,10,Exec-managerial,40,1
31,Private,10,Tech-support,50,0
29,Federal-gov,13,Prof-specialty,48,0
30,Private,10,Tech-support,40,0
36,Private,12,Tech-support,40,1
35,Private,10,Exec-managerial,60,0
42,Private,13,Sales,50,0
61,Local-gov,13,Prof-specialty,63,1
20,Private,10,Handlers-cleaners,20,0
30,Private,9,Exec-managerial,29,0
49,Private,10,Adm-clerical,32,0
64,?,4,?,40,0
19,Private,10,Other-service,15,0
22,State-gov,10,Adm-clerical,20,0
22,Private,10,Exec-managerial,40,0
49,Private,9,Craft-repair,40,1
43,Private,13,Exec-managerial,40,1
46,Private,9,Tech-support,43,0
37,Self-emp-inc,10,Exec-managerial,50,1
24,Private,10,Adm-clerical,40,0
42,Private,13,Adm-clerical,40,1
29,Private,9,Adm-clerical,50,0
23,Private,10,Sales,35,0
35,?,9,?,40,0
39,Local-gov,14,Prof-specialty,28,1
29,Private,4,Farming-fishing,40,0
23,Private,13,Adm-clerical,40,0
45,Self-emp-not-inc,14,Prof-specialty,15,0
30,Private,9,Machine-op-inspct,40,0
52,Self-emp-inc,10,Adm-clerical,40,1
44,Self-emp-inc,10,Exec-managerial,50,1
46,Private,12,Exec-managerial,50,1
25,Private,13,Sales,50,0
31,Private,10,Adm-clerical,35,0
26,Self-emp-inc,13,Exec-managerial,50,0
52,Federal-gov,9,Tech-support,40,0
30,Private,9,Handlers-cleaners,8,0
57,?,13,?,8,0
60,Private,5,Craft-repair,40,0
33,Private,2,Craft-repair,32,0
43,Private,10,Exec-managerial,50,0
40,Private,9,Sales,30,0
50,Private,13,Exec-managerial,60,0
40,Private,12,Tech-support,40,0
26,Federal-gov,10,Craft-repair,40,0
31,Private,9,Craft-repair,65,0
18,Private,9,Adm-clerical,25,0
42,Private,9,Prof-specialty,50,1
27,Self-emp-not-inc,9,Craft-repair,60,1
44,Self-emp-not-inc,6,Craft-repair,50,0
33,Private,9,Craft-repair,45,0
44,Private,13,Sales,44,1
42,Private,3,Craft-repair,40,1
84,Self-emp-not-inc,13,Farming-fishing,20,0
35,State-gov,9,Craft-repair,40,0
39,Private,13,Sales,50,1
57,Self-emp-not-inc,15,Sales,35,1
46,Self-emp-inc,15,Prof-specialty,45,1
52,Private,9,Transport-moving,55,0
21,Private,9,Other-service,20,0
42,Private,10,Craft-repair,40,0
18,Private,9,Transport-moving,25,0
31,Private,9,Craft-repair,40,0
35,Private,10,Craft-repair,50,0
36,Private,13,Prof-specialty,32,1
58,Private,11,Adm-clerical,60,0
40,Private,11,Sales,50,1
42,Private,15,Prof-specialty,39,1
33,Private,13,Prof-specialty,40,1
31,Private,12,Craft-repair,50,1
22,Private,9,Handlers-cleaners,40,0
17,Private,7,Sales,15,0
30,Private,9,Craft-repair,40,0
30,?,9,?,40,0
26,?,9,?,40,0
51,Private,9,Transport-moving,40,1
64,Private,14,Exec-managerial,50,1
23,Private,9,Transport-moving,40,0
46,Self-emp-inc,15,Prof-specialty,50,1
51,Self-emp-not-inc,13,Exec-managerial,50,1
46,Private,16,Prof-specialty,40,0
75,Private,9,Other-service,40,0
23,Federal-gov,10,Sales,35,0
25,Federal-gov,13,Adm-clerical,40,0
30,Private,9,Machine-op-inspct,40,0
45,Local-gov,10,Adm-clerical,35,0
33,Private,13,Exec-managerial,40,0
51,Self-emp-inc,14,Sales,40,1
52,Private,9,Exec-managerial,55,1
74,Federal-gov,10,Transport-moving,18,0
73,Self-emp-inc,9,Sales,20,0
26,Private,10,Transport-moving,40,0
17,Private,6,Other-service,15,0
34,Private,10,Adm-clerical,70,0
31,Local-gov,9,Other-service,40,0
36,Local-gov,10,Adm-clerical,65,0
33,Private,9,Transport-moving,87,0
37,Private,9,Transport-moving,45,0
25,Private,13,Prof-specialty,40,0
21,?,10,?,20,0
20,Private,7,Tech-support,40,0
75,Self-emp-inc,9,Adm-clerical,26,0
62,Local-gov,5,Protective-serv,24,0
70,Private,10,Sales,34,0
50,State-gov,13,Exec-managerial,40,0
20,Private,9,Adm-clerical,20,0
44,State-gov,14,Prof-specialty,50,1
43,Local-gov,14,Prof-specialty,45,1
64,Private,9,Craft-repair,20,0
17,Private,6,Sales,5,0
47,Private,3,Machine-op-inspct,40,0
57,Private,13,Exec-managerial,40,1
18,Private,7,Prof-specialty,16,0
20,Private,10,Protective-serv,40,0
73,Self-emp-not-inc,9,Other-service,36,0
22,?,10,?,40,0
59,?,14,?,35,1
17,Private,7,Handlers-cleaners,18,0
37,Private,9,Handlers-cleaners,40,1
49,Private,9,Other-service,40,1
59,Self-emp-inc,3,Exec-managerial,40,1
45,Private,10,Prof-specialty,36,1
26,Private,11,Handlers-cleaners,80,0
53,Private,16,Exec-managerial,55,1
46,Private,9,Transport-moving,44,1
28,Private,9,Transport-moving,50,0
31,Local-gov,14,Prof-specialty,45,0
42,Private,9,Sales,40,0
37,Self-emp-not-inc,9,Handlers-cleaners,10,0
35,Private,9,Sales,50,0
21,Private,10,Sales,40,0
23,Private,12,Sales,35,0
27,Private,10,Machine-op-inspct,40,0
35,Federal-gov,9,Other-service,40,1
42,Private,13,Prof-specialty,40,1
26,Private,10,Exec-managerial,40,0
42,Self-emp-not-inc,9,Sales,60,0
55,Private,9,Sales,40,0
34,Private,11,Craft-repair,50,0
31,Private,15,Prof-specialty,50,0
50,Self-emp-inc,9,Sales,30,0
24,Private,7,Transport-moving,40,0
33,Private,9,Handlers-cleaners,40,0
32,Private,7,Farming-fishing,50,0
59,Federal-gov,12,Farming-fishing,40,0
63,?,6,?,40,0
44,Private,9,Craft-repair,40,0
23,Private,13,Adm-clerical,40,0
31,Private,13,Sales,40,1
71,Private,4,Transport-moving,40,1
29,Private,11,Tech-support,40,0
30,Private,8,Other-service,40,0
43,Self-emp-not-inc,9,Exec-managerial,35,0
40,Private,9,Craft-repair,40,0
39,Self-emp-not-inc,15,Prof-specialty,50,1
67,Local-gov,14,Adm-clerical,40,0
51,Private,10,Handlers-cleaners,40,0
44,Private,14,Prof-specialty,40,1
18,Private,10,Sales,15,0
57,Private,6,Craft-repair,43,0
48,Private,9,Other-service,30,0
25,Private,3,Craft-repair,40,0
45,Self-emp-inc,15,Prof-specialty,35,1
44,Self-emp-not-inc,13,Craft-repair,40,0
23,Private,10,Adm-clerical,25,0
30,Self-emp-not-inc,13,Craft-repair,60,0
56,Local-gov,8,Transport-moving,40,0
60,Private,10,Protective-serv,16,1
72,Private,9,Adm-clerical,40,0
27,Self-emp-not-inc,6,Sales,48,0
23,Private,9,Adm-clerical,40,0
25,Private,13,Exec-managerial,40,0
50,State-gov,13,Adm-clerical,37,0
51,Self-emp-inc,10,Sales,70,0
46,Local-gov,13,Prof-specialty,40,1
55,Private,9,Transport-moving,72,1
24,Private,9,Craft-repair,40,0
31,Private,9,Adm-clerical,50,0
61,Private,9,Adm-clerical,40,0
51,Private,14,Sales,40,1
21,Private,10,Other-service,40,0
60,?,7,?,20,0
61,Private,9,Protective-serv,40,0
